"","player_id_sofascore","skin_color_dim3","black"
"504",970988,"Medium",0
"505",795926,"White",0
"506",861818,"Black",1
"507",1046788,"White",0
"508",928572,"White",0
"509",256667,"White",0
"510",847025,"White",0
"511",826180,"Black",1
"512",876860,"White",0
"513",848420,"White",0
"514",1020897,"White",0
"515",27991,"White",0
"516",928777,"Black",1
"517",867734,"Medium",0
"518",46420,"White",0
"519",862484,"White",0
"520",863276,"White",0
"521",970928,"Medium",0
"522",928800,"White",0
"523",14762,"White",0
"524",340509,"White",0
"525",319847,"Black",1
"526",558738,"White",0
"527",132318,"Medium",0
"528",158599,"Medium",0
"529",190437,"White",0
"530",149606,"Medium",0
"531",34120,"Medium",0
"532",37151,"Medium",0
"533",152769,"White",0
"534",333261,"Medium",0
"535",47741,"Medium",0
"536",31273,"White",0
"537",21535,"White",0
"538",123228,"White",0
"539",69367,"White",0
"540",47171,"White",0
"541",971037,"Black",1
"542",893752,"White",0
"543",928106,"Black",1
"544",795044,"White",0
"545",10589,"Black",1
"546",150383,"White",0
"547",794950,"White",0
"548",74506,"Black",1
"549",31585,"Black",1
"550",105734,"White",0
"551",928857,"Black",1
"552",932856,"White",0
"553",13918,"White",0
"554",24248,"Medium",0
"555",851223,"Medium",0
"556",970978,"Medium",0
"557",958982,"White",0
"558",965014,"White",0
"559",957602,"White",0
"560",1001689,"White",0
"561",798147,"White",0
"562",893993,"Medium",0
"563",815553,"White",0
"564",855850,"Black",1
"565",363792,"White",0
"566",35428,"Medium",0
"567",173349,"Medium",0
"568",139256,"White",0
"569",190435,"Medium",0
"570",43872,"Medium",0
"571",248125,"White",0
"572",81827,"White",0
"573",139524,"Medium",0
"574",165735,"Medium",0
"575",845023,"White",0
"576",79423,"White",0
"577",888219,"Black",1
"578",170499,"Black",1
"579",38764,"Medium",0
"580",552532,"Black",1
"581",917327,"Black",1
"582",279563,"White",0
"583",839223,"White",0
"584",927304,"White",0
"585",881931,"Black",1
"586",907072,"White",0
"587",862373,"Medium",0
"588",253391,"White",0
"589",14374,"White",0
"590",45362,"White",0
"591",100565,"White",0
"592",184417,"White",0
"593",21264,"White",0
"594",296432,"Medium",0
"595",132295,"White",0
"596",41468,"Medium",0
"597",826170,"White",0
"598",7472,"Medium",0
"599",38710,"White",0
"600",874481,"Black",1
"601",1001033,"White",0
"602",1864973,"White",0
"603",798180,"White",0
"604",171677,"Medium",0
"605",40963,"White",0
"606",958521,"White",0
"607",41191,"White",0
"608",587824,"White",0
"609",225132,"Medium",0
"610",848185,"Medium",0
"611",605580,"Medium",0
"612",80110,"White",0
"613",541578,"Black",1
"614",347454,"White",0
"615",789234,"White",0
"616",928796,"White",0
"617",164511,"Black",1
"618",804901,"White",0
"619",826555,"White",0
"620",344847,"Black",1
"621",226972,"White",0
"622",139585,"White",0
"623",24939,"Medium",0
"624",131901,"Medium",0
"625",71203,"White",0
"626",807291,"Medium",0
"627",841199,"White",0
"628",795861,"White",0
"629",41445,"Medium",0
"630",795056,"White",0
"631",794927,"White",0
"632",966869,"White",0
"633",928921,"White",0
"634",587708,"White",0
"635",341495,"Medium",0
"636",831799,"Medium",0
"637",887275,"White",0
"638",838805,"White",0
"639",792311,"White",0
"640",232774,"White",0
"641",807301,"Medium",0
"642",284371,"White",0
"643",357638,"White",0
"644",317699,"Black",1
"645",336813,"Medium",0
"646",310874,"White",0
"647",352802,"Medium",0
"648",308182,"White",0
"649",385330,"White",0
"650",788061,"Black",1
"651",818440,"Medium",0
"652",150611,"Medium",0
"653",802138,"Black",1
"654",909991,"Medium",0
"655",308054,"Black",1
"656",792283,"White",0
"657",187841,"Medium",0
"658",826570,"Medium",0
"659",984039,"White",0
"660",895868,"White",0
"661",795297,"Medium",0
"662",44453,"White",0
"663",983510,"Medium",0
"664",796507,"Medium",0
"665",789958,"Medium",0
"666",851070,"White",0
"667",965011,"White",0
"668",324353,"White",0
"669",983572,"Black",1
"670",849161,"Medium",0
"671",814842,"White",0
"672",943926,"Medium",0
"673",831286,"Medium",0
"674",259281,"White",0
"675",998523,"Black",1
"676",918838,"White",0
"677",1014694,"Medium",0
"678",842364,"White",0
"679",850952,"Medium",0
"680",1009346,"White",0
"681",946985,"Medium",0
"682",965330,"Black",1
"683",356160,"White",0
"684",870263,"White",0
"685",1187063,"Black",1
"686",995284,"Medium",0
"687",840414,"White",0
"688",958517,"White",0
"689",348370,"White",0
"690",925242,"White",0
"691",284367,"White",0
"692",984040,"White",0
"693",144076,"White",0
"694",606940,"White",0
"695",996829,"White",0
"696",1099368,"White",0
"697",34221,"White",0
"698",580750,"Black",1
"699",21608,"White",0
"700",18886,"Medium",0
"701",301164,"White",0
"702",812145,"White",0
"703",42987,"White",0
"704",45925,"Medium",0
"705",901850,"White",0
"706",961688,"Black",1
"707",940692,"White",0
"708",928814,"White",0
"709",827640,"White",0
"710",11601,"Medium",0
"711",862075,"Medium",0
"712",1099371,"Black",1
"713",553606,"White",0
"714",284349,"Medium",0
"715",934498,"Black",1
"716",943212,"White",0
"717",958167,"Black",1
"718",986352,"White",0
"719",984184,"White",0
"720",877414,"White",0
"721",176765,"White",0
"722",1064426,"Medium",0
"723",967510,"Black",1
"724",970862,"Medium",0
"725",982559,"White",0
"726",147700,"White",0
"727",980383,"Medium",0
"728",1009691,"Medium",0
"729",284355,"Black",1
"730",125660,"Medium",0
"731",930851,"Black",1
"732",877371,"White",0
"733",822471,"Black",1
"734",835485,"White",0
"735",814594,"Medium",0
"736",18342,"Medium",0
"737",316170,"White",0
"738",138152,"Medium",0
"739",125407,"Medium",0
"740",122701,"Medium",0
"741",149735,"Black",1
"742",30127,"White",0
"743",876236,"White",0
"744",96372,"White",0
"745",604954,"White",0
"746",1008097,"Black",1
"747",285949,"Medium",0
"748",843200,"White",0
"749",870893,"Medium",0
"750",143061,"White",0
"751",1001770,"Black",1
"752",788255,"Black",1
"753",917007,"Black",1
"754",1002902,"Black",1
"755",914895,"White",0
"756",862697,"White",0
"757",856062,"Black",1
"758",1017649,"White",0
"759",835600,"White",0
"760",973536,"White",0
"761",759520,"Black",1
"762",881024,"White",0
"763",917048,"White",0
"764",918836,"Medium",0
"765",928779,"Medium",0
"766",227082,"White",0
"767",111487,"White",0
"768",587126,"White",0
"769",930189,"Medium",0
"770",812332,"Medium",0
"771",825861,"White",0
"772",250931,"Medium",0
"773",183481,"White",0
"774",21927,"White",0
"775",943595,"White",0
"776",106713,"White",0
"777",224456,"White",0
"778",22447,"White",0
"779",335823,"White",0
"780",880061,"Medium",0
"781",804621,"Black",1
"782",800373,"White",0
"783",76132,"Medium",0
"784",928104,"White",0
"785",788884,"White",0
"786",98075,"White",0
"787",79403,"Black",1
"788",902019,"White",0
"789",25963,"White",0
"790",580512,"Medium",0
"791",373724,"Medium",0
"792",11658,"White",0
"793",186953,"Medium",0
"794",805983,"Medium",0
"795",845344,"White",0
"796",869275,"White",0
"797",133792,"Medium",0
"798",263567,"Medium",0
"799",888340,"White",0
"800",1022084,"White",0
"801",841399,"White",0
"802",967747,"White",0
"803",849274,"Medium",0
"804",901325,"Medium",0
"805",832076,"White",0
"806",788185,"Medium",0
"807",802143,"Black",1
"808",354576,"White",0
"809",191210,"Black",1
"810",139272,"Medium",0
"811",377512,"White",0
"812",232096,"White",0
"813",896180,"Black",1
"814",831290,"Black",1
"815",795541,"White",0
"816",126982,"White",0
"817",926892,"White",0
"818",1032022,"White",0
"819",963398,"Medium",0
"820",142860,"White",0
"821",309156,"Black",1
"822",981644,"White",0
"823",868323,"Black",1
"824",787959,"Medium",0
"825",43830,"White",0
"826",836093,"White",0
"827",187111,"Medium",0
"828",787941,"Black",1
"829",803033,"White",0
"830",149732,"Black",1
"831",287659,"White",0
"832",987489,"Black",1
"833",980624,"White",0
"834",963211,"Black",1
"835",963084,"White",0
"836",788170,"Black",1
"837",915812,"Medium",0
"838",812207,"Black",1
"839",862372,"White",0
"840",587882,"Medium",0
"841",1010062,"White",0
"842",1009268,"White",0
"843",996820,"Medium",0
"844",918482,"Medium",0
"845",966560,"Medium",0
"846",791566,"Medium",0
"847",882004,"White",0
"848",981574,"Medium",0
"849",972886,"White",0
"850",889785,"Medium",0
"851",915280,"Black",1
"852",882041,"White",0
"853",250501,"Black",1
"854",386230,"White",0
"855",997103,"White",0
"856",1012176,"White",0
"857",964153,"White",0
"858",1019953,"White",0
"859",1108921,"Black",1
"860",132661,"White",0
"861",137775,"Medium",0
"862",862475,"Medium",0
"863",1012175,"White",0
"864",28378,"White",0
"865",1067220,"White",0
"866",814214,"White",0
"867",870762,"Medium",0
"868",802142,"Black",1
"869",1012248,"Black",1
"870",824584,"White",0
"871",946888,"Black",1
"872",576078,"White",0
"873",231614,"Black",1
"874",826208,"White",0
"875",876235,"White",0
"876",80802,"Medium",0
"877",1092563,"White",0
"878",1171674,"Medium",0
"879",1050692,"Medium",0
"880",17740,"Black",1
"881",991493,"Medium",0
"882",1000018,"White",0
"883",940262,"Black",1
"884",1105074,"Black",1
"885",997143,"Black",1
"886",1012182,"White",0
"887",1013418,"White",0
"888",922928,"Medium",0
"889",1168044,"Medium",0
"890",327755,"Medium",0
"891",1008111,"White",0
"892",905264,"White",0
"893",922186,"White",0
"894",933263,"Black",1
"895",828971,"White",0
"896",863022,"White",0
"897",994017,"Medium",0
"898",826206,"Black",1
"899",804909,"White",0
"900",914487,"Medium",0
"901",988839,"Black",1
"902",1155625,"White",0
"903",845802,"Black",1
"904",27921,"White",0
"905",965016,"Medium",0
"906",918440,"White",0
"907",1034303,"White",0
"908",1186444,"Black",1
"909",987250,"Black",1
"910",80203,"Medium",0
"911",1010223,"White",0
"912",1136399,"White",0
"913",130802,"White",0
"914",814876,"White",0
"915",1118232,"Black",1
"916",1121578,"White",0
"917",1107477,"White",0
"918",1012383,"White",0
"919",1012172,"White",0
"920",890910,"White",0
"921",1067207,"White",0
"922",917248,"Medium",0
"923",832375,"Medium",0
"924",1133119,"White",0
"925",1050349,"White",0
"926",1216323,"White",0
"927",152276,"Medium",0
"928",17737,"Medium",0
"929",875295,"White",0
"930",610766,"Black",1
"931",39070,"Medium",0
"932",835601,"Black",1
"933",754794,"White",0
"934",353250,"White",0
"935",135647,"White",0
"936",798002,"White",0
"937",357598,"White",0
"938",965778,"Medium",0
"939",98440,"Medium",0
"940",839226,"Medium",0
"941",847097,"Medium",0
"942",25566,"Medium",0
"943",912786,"Medium",0
"944",359640,"Black",1
"945",954888,"Medium",0
"946",913401,"White",0
"947",976037,"White",0
"948",208988,"Medium",0
"949",850891,"White",0
"950",817979,"Black",1
"951",879746,"White",0
"952",352768,"Black",1
"953",770677,"Black",1
"954",377108,"Black",1
"955",807400,"Medium",0
"956",357588,"Medium",0
"957",848279,"Medium",0
"958",575852,"White",0
"959",983059,"Black",1
"960",850971,"Medium",0
"961",786175,"White",0
"962",945616,"White",0
"963",796658,"White",0
"964",859917,"White",0
"965",1137730,"White",0
"966",842158,"Black",1
"967",318657,"White",0
"968",886628,"White",0
"969",796673,"White",0
"970",911350,"Black",1
"971",844609,"White",0
"972",856729,"White",0
"973",934238,"Medium",0
"974",152910,"Medium",0
"975",346676,"White",0
"976",838907,"Medium",0
"977",78939,"White",0
"978",802665,"White",0
"979",822518,"Medium",0
"980",158037,"White",0
"981",758664,"Medium",0
"982",812314,"White",0
"983",541464,"Medium",0
"984",973300,"Medium",0
"985",830667,"White",0
"986",126989,"White",0
"987",924690,"Medium",0
"988",845797,"Medium",0
"989",845271,"Medium",0
"990",149659,"Black",1
"991",844292,"White",0
"992",603738,"Black",1
"993",906110,"Medium",0
"994",965264,"White",0
"995",971005,"White",0
"996",1012179,"White",0
"997",990050,"Medium",0
"998",896569,"Medium",0
"999",889259,"White",0
"1000",869888,"White",0
"1001",30027,"Medium",0
"1002",1082406,"Medium",0
"1003",924973,"White",0
"1004",905453,"Black",1
"1005",886930,"White",0
"1006",897594,"White",0
"1007",960080,"Black",1
"1008",1001828,"Black",1
"1009",928122,"White",0
"1010",893008,"Medium",0
"1011",827473,"White",0
"1012",891346,"White",0
"1013",796443,"Medium",0
"1014",927188,"Black",1
"1015",132410,"White",0
"1016",792308,"Black",1
"1017",831677,"White",0
"1018",859024,"White",0
"1019",818481,"Black",1
"1020",907152,"White",0
"1021",1157713,"Black",1
"1022",918873,"White",0
"1023",989276,"White",0
"1024",1065937,"White",0
"1025",131910,"White",0
"1026",1000366,"Black",1
"1027",965828,"White",0
"1028",1128063,"White",0
"1029",933203,"White",0
"1030",1141665,"Black",1
"1031",1086417,"White",0
"1032",255389,"Medium",0
"1033",932643,"Black",1
"1034",814882,"Medium",0
"1035",867546,"Black",1
"1036",901885,"White",0
"1037",1000015,"Black",1
"1038",1142612,"White",0
"1039",842709,"White",0
"1040",1014682,"White",0
"1041",989371,"Black",1
"1042",795696,"White",0
"1043",355486,"White",0
"1044",988037,"Black",1
"1045",1122910,"Medium",0
"1046",996812,"White",0
"1047",906021,"Medium",0
"1048",1153083,"White",0
"1049",1098541,"White",0
"1050",1015274,"White",0
"1051",787498,"Black",1
"1052",105905,"Black",1
"1053",865646,"White",0
"1054",1014286,"Black",1
"1055",996919,"Black",1
"1056",1100272,"Medium",0
"1057",997215,"Medium",0
"1058",1119364,"Medium",0
"1059",1102659,"White",0
"1060",15497,"Medium",0
"1061",928431,"White",0
"1062",1101992,"White",0
"1063",876259,"White",0
"1064",1069011,"White",0
"1065",1087744,"White",0
"1066",931267,"White",0
"1067",1046323,"White",0
"1068",1001725,"Black",1
"1069",1108074,"White",0
"1070",246319,"White",0
"1071",877037,"Medium",0
"1072",936122,"White",0
"1073",931266,"White",0
"1074",148824,"White",0
"1075",798664,"White",0
"1076",1030829,"White",0
"1077",827934,"Black",1
"1078",920744,"White",0
"1079",1011494,"Medium",0
"1080",110781,"Medium",0
"1081",1086199,"White",0
"1082",965795,"White",0
"1083",843156,"Black",1
"1084",1087316,"White",0
"1085",794784,"White",0
"1086",253369,"White",0
"1087",1133052,"White",0
"1088",1083104,"White",0
"1089",929775,"White",0
"1090",1127232,"Black",1
"1091",146951,"White",0
"1092",954036,"Medium",0
"1093",993389,"Medium",0
"1094",1484652,"White",0
"1095",1414275,"Black",1
"1096",793986,"Medium",0
"1097",1121184,"White",0
"1098",1174458,"White",0
"1099",1120038,"Black",1
"1100",954291,"Black",1
"1101",918862,"White",0
"1102",1136819,"Black",1
"1103",1171621,"White",0
"1104",960441,"White",0
"1105",190399,"Black",1
"1106",259995,"Medium",0
"1107",967722,"Black",1
"1108",824200,"Black",1
"1109",944899,"Medium",0
"1110",929199,"White",0
"1111",357596,"White",0
"1112",319129,"White",0
"1113",44241,"White",0
"1114",22126,"Black",1
"1115",805078,"Medium",0
"1116",126588,"White",0
"1117",845486,"Black",1
"1118",847467,"White",0
"1119",609206,"Black",1
"1120",788284,"White",0
"1121",96547,"Black",1
"1122",545780,"Medium",0
"1123",111802,"Black",1
"1124",305278,"White",0
"1125",869273,"White",0
"1126",947954,"Medium",0
"1127",1142825,"White",0
"1128",826003,"Medium",0
"1129",869795,"Black",1
"1130",1106257,"Black",1
"1131",595900,"White",0
"1132",946006,"Medium",0
"1133",979479,"White",0
"1134",1140001,"Medium",0
"1135",348088,"White",0
"1136",857671,"Black",1
"1137",845291,"White",0
"1138",914501,"White",0
"1139",1137431,"Black",1
"1140",962029,"White",0
"1141",16206,"Medium",0
"1142",906275,"Black",1
"1143",190933,"Medium",0
"1144",921789,"White",0
"1145",846081,"Medium",0
"1146",318967,"Black",1
"1147",1064080,"White",0
"1148",1137268,"White",0
"1149",927030,"White",0
"1150",1397168,"Black",1
"1151",857772,"Medium",0
"1152",841977,"White",0
"1153",856065,"White",0
"1154",1127590,"Black",1
"1155",976381,"White",0
"1156",877013,"Medium",0
"1157",1009661,"White",0
"1158",351434,"Black",1
"1159",976401,"White",0
"1160",962364,"White",0
"1161",855810,"Black",1
"1162",1149011,"White",0
"1163",870211,"White",0
"1164",920391,"Black",1
"1165",383314,"White",0
"1166",965009,"White",0
